gene	expr	reptime	hic
KRTAP5-10	13.28140437	0.58	50
KRTAP5-11	13.28140437	0.58	50
KRTAP5-2	12.88324092	0.3	16.87
KRTAP5-3	12.89916132	0.3	11.16
KRTAP5-4	12.99879917	0.3	23.66
KRTAP5-5	13.06095514	0.3	17.03
KRTAP5-6	13.43332603	0.37	18.78
KRTAP5-7	13.28140437	0.63	50
KRTAP5-8	13.28140437	0.63	50
KRTAP5-9	13.28140437	0.63	50
KRTAP6-1	10.03959064	0	-79
KRTAP6-2	10.03959064	0	-79
KRTAP6-3	10.03959064	0	-79
KRTAP7-1	12.96981222	0.88	26.66
KRTAP8-1	10.3170531	0.88	-70
KRTAP9-1	13.04214454	0.46	24.87
KRTAP9-2	13.81230442	0.46	-7
KRTAP9-3	13.81230442	0.46	-7
KRTAP9-4	13.95477934	0.47	-14
KRTAP9-6	13.4121055	0.47	28.55
KRTAP9-7	12.44434938	0.47	7.173333333
KRTAP9-8	13.81230442	0.46	-7
KRTAP9-9	13.95477934	0.47	-14
KRTCAP2	14.40409912	0.19	32
KRTCAP3	14.03416726	0.18	39
KRTDAP	13.6262816	0.37	29
KSR1	12.05398733	0.34	-9
KSR2	13.36891247	0.62	-6
KTI12	12.88294913	0.32	18.62
KTN1	13.44144091	0.26	23
KXD1	14.14830174	0.26	48
KY	12.30737845	0.39	13
KYNU	10.78962831	0.26	20
L1TD1	12.52193028	0.42	-1
L2HGDH	13.40937973	0.31	28
L3HYPDH	12.03312898	0.51	12
L3MBTL1	12.68005896	0.4	-2
L3MBTL2	14.07934528	0.17	53
L3MBTL3	11.12755706	0.74	23
L3MBTL4	12.37474734	0.75	7
LACC1	11.84914767	0.35	45
LACRT	13.32968482	0.39	31
LACTB	13.02131356	0.23	36
LACTB2	12.38977242	0.54	31
LACTBL1	12.95479171	0.2	24.57
LAD1	13.66221834	0.19	26
LAG3	14.85089405	0.23	48
LAIR1	13.51836922	0.51	-9
LAIR2	13.61618485	0.54	-4
LALBA	14.21699107	0.4	25
LAMA1	12.39575041	0.23	-37
LAMA2	11.12716004	0.62	-6
LAMA3	12.66888171	0.17	60
LAMA4	11.78628293	0.25	-7
LAMA5	13.90201847	0.23	21
LAMB1	13.08452027	0.45	11
LAMB3	12.26275067	0.3	4
LAMB4	13.09694505	0.37	4
LAMC1	14.45633813	0.37	36
LAMC2	13.54749908	0.39	19
LAMC3	13.61166093	0.26	36
LAMP1	13.61173572	0.21	53
LAMP3	12.59856396	0.57	24
LAMP5	11.21909117	0.71	-42
LAMTOR1	13.4822468	0.27	43.84
LAMTOR2	14.51135659	0.21	39
LAMTOR3	12.22538496	0.67	28
LAMTOR4	14.07711684	0.2	52
LAMTOR5	12.90830344	0.38	31
LANCL1	11.98032571	0.47	3
LANCL2	13.5307881	0.43	7
LAP3	12.51072982	0.66	35
LAPTM4A	13.16282371	0.15	26
LAPTM4B	13.32098306	0.18	39
LAPTM5	12.76138777	0.41	35
LARP1	13.21705155	0.24	27
LARP1B	12.35454868	0.29	13
LARP4	13.6598656	0.15	41
LARP4B	12.84351947	0.55	9
LARP6	12.43160534	0.33	10
LARP7	12.43828297	0.65	39
LARS	12.88935634	0.37	11
LARS2	12.99330881	0.35	38
LASP1	14.04307552	0.16	41
LAT	13.95431465	0.22	51
LAT2	13.81295931	0.19	51
LATS1	12.9748536	0.18	40
LATS2	13.01009013	0.29	41
LAX1	13.15303806	0.26	39
LAYN	12.94447279	0.48	21
LBH	11.82493667	0.56	18
LBP	13.24237327	0.24	47
LBR	13.40075694	0.32	0
LBX1	13.25802824	0.42	43
LBX2	13.83491212	0.32	50
LCA5	12.61241404	0.56	10.86
LCA5L	12.73481382	0.16	25
LCAT	13.68748853	0.14	50
LCE1A	11.04212152	0.74	15
LCE1B	11.08063372	0.74	18
LCE1C	11.08063372	0.74	18
LCE1D	11.08063372	0.74	18
LCE1E	11.08063372	0.74	18
LCE1F	11.08063372	0.74	18
LCE2A	12.03858847	0.69	24
LCE2B	12.03858847	0.69	24
LCE2C	12.03858847	0.69	24
LCE2D	12.03858847	0.69	24
LCE3A	12.56369114	0.69	17
LCE3B	12.56369114	0.68	17
LCE3C	12.56369114	0.66	17
LCE3D	12.56369114	0.66	17
LCE3E	12.56369114	0.66	17
LCE4A	12.03858847	0.69	24
LCE5A	12.69413412	0.66	20
LCE6A	13.51422291	0.74	28.14
LCK	14.17133854	0.19	43
LCLAT1	11.85353911	0.62	21
LCMT1	12.51754937	0.26	23
LCMT2	13.62071877	0.42	50
LCN1	12.69924639	0.54	37
LCN12	14.49836343	0.18	34
LCN15	14.45678586	0.19	39
LCN2	14.3823448	0.17	44
LCN6	14.45678586	0.19	39
LCN8	14.45678586	0.19	39
LCN9	12.80001256	0.52	29
LCNL1	14.49836343	0.18	34
LCOR	13.82432262	0.51	25
LCORL	12.51068927	0.76	26
LCP1	12.90119537	0.64	47
LCP2	11.28215289	0.63	34
LCT	13.10973801	0.4	28
LCTL	13.22370985	0.22	58
LDB1	13.83397307	0.19	38
LDB2	10.93072914	0.81	2
LDB3	12.77399101	0.17	27
LDHA	13.30453326	0.14	42
LDHAL6A	13.32413129	0.14	31
LDHAL6B	12.43310439	0.39	7.94
LDHB	13.12795372	0.69	-13
LDHC	13.30453326	0.14	42
LDHD	13.43274095	0.16	22
LDLR	14.4081554	0.18	33
LDLRAD1	12.97186137	0.2	31
LDLRAD2	13.12810884	0.18	28
LDLRAD3	12.38980987	0.38	-10
LDLRAD4	12.41879003	0.61	28
LDLRAP1	13.2394475	0.33	19
LEAP2	13.43946929	0.36	66
LECT2	13.10093952	0.44	19
LEF1	12.35105572	0.7	22
LEFTY1	13.73700725	0.17	8
LEFTY2	13.7354766	0.24	20
LEKR1	12.80689344	0.49	10
LELP1	13.62059969	0.6	28
LEMD1	13.40441111	0.21	41
LEMD2	14.2634852	0.27	28
LEMD3	12.61071075	0.61	7
LENEP	14.29352576	0.22	35
LENG1	13.50845944	0.44	-53
LENG8	13.60113843	0.52	-7
LENG9	13.60113843	0.54	-7
LEO1	13.26272166	0.13	34
LEP	13.73791111	0.26	30
LEPR	12.09143591	0.51	-8
LEPROT	12.38663015	0.51	-3
LEPROTL1	12.86796907	0.23	51
LETM1	13.65460562	0.22	44
LETM2	13.64322646	0.25	49
LETMD1	13.24388519	0.16	40
LEUTX	13.54139819	0.53	40.73
LFNG	13.57157101	0.21	47
LGALS1	13.94308021	0.17	65
LGALS12	13.69615929	0.46	31
LGALS13	13.95417712	0.32	25
LGALS14	14.0333006	0.44	23
LGALS16	12.93026092	0.32	16.07
LGALS3	13.80725457	0.14	51
LGALS3BP	13.35815461	0.16	28
LGALS4	14.42709784	0.22	37
LGALS7	14.34440024	0.22	45
LGALS7B	14.34440024	0.22	45
LGALS8	13.0495647	0.56	5
LGALS9	12.13745649	0.44	-5
LGALS9B	12.85991751	0.4	-6
LGALS9C	13.74143443	0.25	0
LGALSL	13.76510901	0.45	41.92
LGI1	13.09954296	0.4	4
LGI2	12.59075324	0.62	26
LGI3	13.28355493	0.2	50
LGI4	13.52183188	0.36	-9
LGMN	12.95626629	0.54	48
LGR4	12.75273924	0.33	-18
LGR5	12.43143374	0.49	-34
LGR6	13.4223776	0.23	37
LGSN	12.4506841	0.43	-9
LHB	14.54312728	0.19	35
LHCGR	11.22552335	0.77	-16
LHFPL2	12.27547277	0.41	44
LHFPL3	12.69043519	0.71	5
LHFPL5	13.33923933	0.28	34
LHPP	12.62928926	0.45	22
LHX1	13.34568931	0.46	21
LHX2	12.63358622	0.3	19
LHX3	13.59122761	0.23	42
LHX4	13.04738764	0.25	13
LHX5	13.00418551	0.28	25
LHX6	12.30180092	0.53	30
LHX8	11.99923911	0.86	-23
LHX9	11.4980859	0.45	-18
LIAS	13.38274105	0.15	43
LIF	13.21525974	0.2	43
LIFR	11.98142797	0.31	-2
LIG1	13.78891604	0.41	26
LIG3	12.8011907	0.55	15
LIG4	11.18106856	0.82	-32
LILRA1	13.79385578	0.6	-1
LILRA2	13.61618485	0.6	-4
LILRA3	13.50118467	0.46	-8
LILRA4	13.51836922	0.46	-9
LILRA5	13.51836922	0.46	-9
LILRA6	13.48369964	0.44	-6
LILRB1	13.79385578	0.6	-1
LILRB2	13.48369964	0.46	-6
LILRB3	13.48369964	0.44	-6
LILRB4	13.79385578	0.61	-1
LILRB5	13.48369964	0.45	-6
LIM2	12.81722041	0.53	-9
LIMA1	13.82355412	0.14	57
LIMCH1	12.67604815	0.29	31
LIMD1	12.73679501	0.24	45
LIMD2	13.74860657	0.25	8
LIME1	13.93471214	0.17	36
LIMK1	13.8616324	0.23	52
LIMK2	13.41138305	0.21	43
LIMS1	12.80313835	0.45	30
LIMS2	13.31025274	0.23	42
LIN28A	13.86114623	0.18	33
LIN28B	11.59570289	0.8	-4
LIN37	13.9563137	0.27	30
LIN52	13.20127067	0.2	43
LIN54	13.41139354	0.22	45
LIN7A	10.22680218	0.87	-4
LIN7B	14.51457072	0.2	47
LIN7C	12.8254468	0.28	-10
LIN9	13.51437033	0.25	21
LINC00649	13.00108249	0.33	22.22
LINC00692	13.14759231	0.68	15.71
LINC00908	12.36000735	0.76	18.63
LINC00923	13.05941496	0.68	20.76
LINC00955	13.58182172	0.61	30.92
LINC00999	13.34177331	0.85	25.78
LINC01006	13.27555029	0.65	29.04
LINGO1	12.90156707	0.48	38
LINGO2	9.098402719	0.77	-34
LINGO3	14.2560783	0.22	29
LINGO4	13.87611824	0.26	29
LIPA	12.44625029	0.21	31
LIPC	12.9980239	0.35	27
LIPE	13.46548205	0.21	34
LIPF	11.88922949	0.32	40
LIPG	12.4010924	0.32	56
LIPH	13.76740271	0.35	31
LIPI	11.47168672	0.83	-18
LIPJ	11.98581243	0.31	32
LIPK	11.98673435	0.33	36
LIPM	12.33145678	0.31	14.08
LIPN	12.07557664	0.33	31
LIPT1	13.13116652	0.75	21
LIPT2	13.47112941	0.28	38.64
LITAF	13.38463379	0.21	30
LIX1L	12.95989565	0.17	32.11
LL22NC03-63E9.3	13.03609373	0.66	17.49
LL22NC03-75H12.2	13.14129576	0.61	23.09
LLGL1	14.36506735	0.19	18
LLGL2	14.46138739	0.18	31
LLPH	12.40098132	0.63	5
LMAN1	12.58654126	0.53	35
LMAN1L	13.54702047	0.2	46
LMAN2	13.7557786	0.23	53
LMAN2L	13.73359852	0.23	45
LMBR1	12.73359903	0.53	6
LMBR1L	14.48639833	0.21	60
LMBRD1	10.65190386	0.86	-2
LMBRD2	12.07202683	0.61	-4
LMCD1	11.43121637	0.67	1
LMF1	13.97051402	0.25	17
LMF2	13.88831947	0.21	42
LMLN	13.31726876	0.41	30
LMNA	14.58099468	0.2	39
LMNB1	12.37777131	0.39	37
LMNB2	14.28818375	0.27	35
LMO1	12.40906247	0.54	10
LMO2	13.52614974	0.41	32
LMO3	11.91373308	0.73	-15
LMO4	12.53988778	0.52	-10
LMO7	12.19176072	0.28	46
LMOD1	13.51979363	0.19	27
LMOD2	11.37192626	0.54	-10
LMOD3	12.48401494	0.35	20
LMTK2	13.03454149	0.42	19
LMTK3	14.22162013	0.18	37
LMX1A	12.58643189	0.72	-13
LMX1B	11.57610682	0.52	39
LNP1	12.83908493	0.39	13
LNPEP	12.88322001	0.45	46
LNX1	11.66808135	0.51	26
LNX2	12.70006437	0.58	60
LONP1	13.74843977	0.26	23
LONP2	12.20615764	0.52	-14
LONRF1	11.69487195	0.66	3
LONRF2	11.4511458	0.68	5
LOR	13.63743119	0.56	24
LOX	11.15537871	0.77	0
LOXHD1	12.73731012	0.41	5.54
LOXL1	12.73010567	0.44	34
LOXL2	13.09168146	0.26	41
LOXL3	13.83491212	0.32	50
LOXL4	12.32523695	0.58	9
LPA	12.5672584	0.51	-24
LPAR1	12.41823209	0.56	21
LPAR2	13.55265767	0.28	-10
LPAR3	12.73755935	0.61	-7
LPAR5	14.85117701	0.18	61
LPCAT1	13.2308518	0.44	37
LPCAT2	11.69495531	0.48	-29
LPCAT3	14.77118468	0.21	49
LPCAT4	13.20423272	0.19	22
LPGAT1	13.04996471	0.22	13
LPIN1	12.29835096	0.38	19
LPIN2	13.27613799	0.45	44
LPIN3	12.8558451	0.26	5
LPL	12.22296418	0.28	8
LPO	13.63940564	0.4	15
LPP	11.90750487	0.5	6
LPPR1	11.81960837	0.83	-29
LPPR3	14.5896855	0.2	28
LPPR4	11.51982163	0.83	-15
LPPR5	10.53252279	0.85	-17
LPXN	12.37842383	0.72	-4
LRAT	11.20491823	0.86	-3
LRBA	12.24356591	0.58	17
LRCH1	12.55885402	0.69	49
LRCH3	13.16334216	0.27	36
LRCH4	14.31696743	0.19	60
LRCOL1	13.07159034	0.3	22.27
LRFN1	14.39978885	0.25	31
LRFN2	11.51726603	0.79	20
LRFN3	13.80004457	0.29	21
LRFN4	12.74001638	0.16	25.6
LRFN5	9.063810579	0.86	-33
LRG1	14.56288216	0.28	43
LRGUK	12.38756469	0.65	8
LRIF1	12.91473632	0.72	28
LRIG1	11.32520938	0.62	14
LRIG2	13.37216911	0.31	13
LRIG3	9.954133137	0.66	-29
LRIT1	12.2836076	0.73	-10
LRIT2	12.28391756	0.73	-17
LRIT3	12.26790595	0.42	28
LRMP	12.42957213	0.66	17
LRP1	14.5995751	0.2	60
LRP10	13.97893298	0.22	34
LRP11	12.95700041	0.23	42
LRP12	10.49432511	0.85	15
LRP1B	9.103645633	0.76	-11
LRP2	12.94832899	0.63	14
LRP2BP	12.31995921	0.53	25
LRP3	12.91418972	0.27	-8
LRP4	14.02020741	0.21	38
LRP5	13.62964834	0.21	53
LRP5L	11.95717529	0.54	-31
LRP6	12.93019268	0.38	15
LRP8	13.24131018	0.28	23
LRPAP1	13.07269613	0.37	54
LRPPRC	13.02930027	0.45	26
LRR1	13.24143802	0.36	-4
LRRC1	12.45612294	0.42	30
LRRC10	13.1217652	0.38	14
LRRC10B	13.14767997	0.24	29.09
LRRC14	14.3784454	0.2	7
LRRC14B	13.63668289	0.54	14
LRRC15	12.75045006	0.27	34
LRRC17	13.52736571	0.43	23
LRRC18	12.4018553	0.73	-1.86
LRRC19	11.66623007	0.45	-12
LRRC2	12.55441346	0.55	42
LRRC20	13.22130151	0.21	45
LRRC23	14.81059399	0.21	47
LRRC25	14.14065097	0.16	42
LRRC26	14.35900393	0.2	36
LRRC27	11.91968307	0.28	13
LRRC28	12.51675077	0.37	-1
LRRC29	13.91941191	0.15	46
LRRC3	13.70272812	0.31	43
LRRC30	10.54757578	0.2	-37
LRRC31	12.90987535	0.65	13
LRRC32	12.5029238	0.32	26
LRRC34	12.90987535	0.67	13
LRRC36	13.96288519	0.13	49
LRRC37A	12.82786613	0.28	22
LRRC37A2	13.12691301	0.17	12
LRRC37A3	13.59601534	0.27	8
LRRC37B	13.44792055	0.31	23
LRRC38	13.26417456	0.81	30.25
LRRC39	12.59454418	0.52	11
LRRC3B	8.699181359	0.84	-24
LRRC3C	13.20709508	0.25	29.31
LRRC4	13.11143358	0.48	27.99
LRRC40	12.60465412	0.49	-14
LRRC41	13.4451307	0.19	31
LRRC42	12.97186137	0.17	31
LRRC43	13.60338607	0.19	12
LRRC45	15.15442265	0.2	28
LRRC46	13.88455983	0.21	29
LRRC47	12.42694562	0.34	28
LRRC49	12.43960999	0.36	11
LRRC4B	13.54372546	0.47	35
LRRC4C	8.343553835	0.85	-34
LRRC52	12.47828061	0.57	-22
LRRC53	12.75576784	0.88	9.24
LRRC55	13.73835194	0.43	-21
LRRC56	14.49355425	0.22	42
LRRC57	13.18884189	0.27	40
LRRC58	12.85845512	0.26	6
LRRC59	14.10506937	0.2	24
LRRC6	12.14626425	0.82	-4
LRRC61	12.6620344	0.51	32
LRRC63	13.14614782	0.66	24.59
LRRC66	11.42904373	0.78	7
LRRC69	12.68028323	0.86	16.27
LRRC7	12.60564375	0.68	-26
LRRC70	12.4748454	0.68	9.47
LRRC71	13.97432975	0.24	39
LRRC72	13.17856728	0.65	28.23
LRRC73	14.06100642	0.23	56
LRRC8A	14.31265989	0.2	14
LRRC8B	12.7940454	0.65	5
LRRC8C	12.61164441	0.46	7
LRRC8D	12.10102875	0.24	13
LRRC8E	13.76699236	0.27	27
LRRC9	12.67749536	0.62	19.86
LRRD1	12.61982437	0.46	21.22
LRRFIP1	13.20425299	0.38	33
LRRFIP2	12.88101512	0.29	27
LRRIQ1	10.1293873	0.85	-28
LRRIQ3	10.97843878	0.87	-18
LRRIQ4	12.90987535	0.67	13
LRRK1	12.90481912	0.37	12
LRRK2	10.35252288	0.82	12
LRRN2	12.90231503	0.22	35
LRRN3	11.08223485	0.78	2
LRRN4	12.6157024	0.29	-6
LRRN4CL	14.70165337	0.22	51
LRRTM2	14.13142944	0.21	31
LRRTM3	7.788211558	0.85	-44
LRRTM4	8.926783114	0.68	-21
LRSAM1	13.57233393	0.21	45
LRTM1	10.27784032	0.63	24
LRTM2	12.40912369	0.4	30
LRTOMT	13.50284977	0.27	60
LRWD1	13.37363247	0.17	65
LSAMP	11.70704383	0.81	-6
LSG1	12.82247916	0.2	34
LSM1	13.46713961	0.22	46
LSM10	13.36443545	0.21	28
LSM11	12.4023875	0.75	31
LSM12	13.72871334	0.2	23
LSM14A	13.3931307	0.28	-13
LSM14B	13.63952369	0.41	-13
LSM2	14.73573992	0.18	32
LSM3	12.6235816	0.26	39
LSM4	14.0735246	0.21	39
LSM5	12.82662763	0.64	6
LSM6	11.32006861	0.8	21
LSM7	14.22337678	0.24	31
LSMEM1	12.05439474	0.41	-5
LSMEM2	13.64563404	0.2	51
LSP1	13.67827517	0.45	43
LSR	13.55056276	0.4	7
LSS	13.56147729	0.51	68
LST1	14.7386915	0.22	35
LST3	12.28463844	0.63	5.02
LTA	14.7386915	0.21	35
LTA4H	12.80673715	0.42	16
LTB	14.7386915	0.22	35
LTB4R	13.72680393	0.17	38
LTB4R2	13.72680393	0.2	38
LTBP1	12.27067523	0.56	2
LTBP2	15.1881671	0.28	45
LTBP3	13.57086882	0.2	42
LTBP4	13.67542286	0.23	37
LTBR	14.80376915	0.2	48
LTC4S	14.29178014	0.26	38
LTF	12.49388346	0.56	34
LTK	13.57031565	0.17	40
LTN1	12.665366	0.39	34
LTV1	12.78259893	0.36	5
LUC7L	14.05266667	0.22	36
LUC7L2	13.20933342	0.32	30
LUC7L3	14.19547528	0.17	16
LUM	10.05074309	0.52	-18
LURAP1	13.72003987	0.18	29
LURAP1L	11.25780093	0.48	-32
LUZP1	13.66434459	0.16	25
LUZP2	7.556427969	0.81	-32
LXN	12.19080163	0.71	-12
LY6D	12.96590838	0.37	34
LY6E	13.5872728	0.47	13
LY6G5C	14.73867203	0.19	20
LY6G6C	14.73867203	0.19	20
LY6H	13.91522919	0.45	20
LY6K	12.85937132	0.3	23
LY75	12.69363681	0.4	36
LY75-CD302	12.24442412	0.39	9.96
LY86	11.79878838	0.37	29
LY9	13.98852309	0.6	29
LY96	12.42953215	0.42	26
LYAR	11.89228613	0.58	35
LYG1	12.86387499	0.63	24
LYG2	13.06814159	0.63	32
LYL1	14.48254423	0.22	41
LYN	12.70605368	0.36	50
LYNX1	12.96590838	0.34	34
LYPD1	10.75671068	0.79	8
LYPD2	12.96590838	0.3	34
LYPD3	12.81775215	0.17	-29
LYPD4	14.12349807	0.45	23
LYPD5	13.04936679	0.19	11
LYPD6	11.56293393	0.62	-8
LYPD6B	11.7920939	0.66	-3
LYPLA1	12.50102324	0.42	31
LYPLA2	13.71396609	0.22	32
LYPLAL1	11.32259996	0.68	-6
LYRM1	12.47072659	0.58	33
LYRM2	12.88530344	0.6	35
LYRM4	11.76606268	0.46	24
LYRM7	12.65108213	0.33	34
LYRM9	13.35695792	0.54	-24
LYSMD1	14.26165749	0.15	33
LYSMD2	12.99530471	0.25	34
LYSMD3	11.3622421	0.74	7
LYSMD4	12.06525189	0.42	16
LYST	12.99046722	0.4	9
LYVE1	13.53507682	0.38	25
LYZ	13.42282642	0.35	13
LYZL1	12.05832641	0.42	3
LYZL2	11.31712954	0.27	28
LYZL4	12.74320616	0.5	19
LYZL6	13.46387717	0.24	31
LZIC	13.53819985	0.19	29
LZTFL1	12.44080874	0.41	42
LZTR1	13.26611214	0.19	58
LZTS1	11.96657738	0.51	9
LZTS2	13.83553473	0.22	40
LZTS3	12.97654207	0.19	28.96
M1AP	13.81248699	0.3	50
M6PR	12.60963595	0.42	11
MAATS1	12.81693544	0.52	31
MAB21L1	12.30130603	0.87	7.81
MAB21L2	12.27501085	0.73	18
MAB21L3	13.29100006	0.54	12
MACC1	12.30245952	0.69	13
MACF1	13.55112696	0.32	25
MACROD1	14.09681584	0.24	53
MACROD2	10.53765407	0.71	-12
MAD1L1	13.60993184	0.45	26
MAD2L1	11.57250483	0.83	-5
MAD2L1BP	14.16918821	0.19	44
MAD2L2	13.43330826	0.26	32
MADCAM1	14.22717243	0.34	-16
MADD	14.02411696	0.2	41
MAEA	13.75181115	0.39	37
MAEL	12.4861597	0.64	-11
MAF	9.298351249	0.86	-30
MAF1	14.81642402	0.21	27
MAFA	14.58302421	0.24	32
MAFB	12.63842957	0.58	-29
MAFF	14.2884424	0.2	68
MAFG	15.15014156	0.21	19
MAFK	13.29782647	0.21	38
MAG	13.55047673	0.47	8
MAGEF1	14.0791371	0.46	36
MAGEL2	11.45631278	0.83	-55
MAGI2	9.765661236	0.8	-24
MAGI3	12.82125018	0.52	2
MAGOH	13.20897401	0.26	25
MAGOHB	12.9167994	0.43	4
MAK	12.48284416	0.41	14
MAK16	11.42571043	0.5	12
MAL	12.05226274	0.65	-1
MAL2	12.41848684	0.38	-1
MALL	13.3213617	0.33	31.43
MALSU1	13.1242476	0.17	27
MALT1	12.71136197	0.18	55
MAMDC2	12.18683886	0.39	-10
MAMDC4	14.46882952	0.18	44
MAML1	14.29619012	0.19	41
MAML2	12.51660417	0.39	6
MAML3	12.76887763	0.47	8
MAMSTR	14.30741021	0.19	44
MAN1A1	11.56519528	0.67	6
MAN1A2	12.78849216	0.54	6
MAN1B1	14.42363075	0.19	38
MAN1C1	13.45015951	0.41	29
MAN2A1	12.10857006	0.8	10
MAN2A2	13.63393712	0.19	42
MAN2B1	14.49646724	0.41	1
MAN2B2	13.12614821	0.38	33
MAN2C1	13.61055068	0.28	43
MANBA	12.84665204	0.31	32
MANBAL	13.4091005	0.38	64
MANEA	10.2953945	0.87	-6
MANEAL	13.00604527	0.38	33
MANF	13.19642578	0.54	39
MANSC1	13.457117	0.24	20
MANSC4	12.65975164	0.38	19.73
MAP10	11.80678094	0.62	-2
MAP1A	13.58533987	0.27	37
MAP1B	12.92460732	0.52	30
MAP1LC3A	13.80592274	0.21	54
MAP1LC3B	13.27656834	0.31	27
MAP1LC3B2	12.58601138	0.34	1
MAP1LC3C	12.05574963	0.32	-12
MAP1S	13.98250272	0.25	21
MAP2	11.60757179	0.55	-9
MAP2K1	13.13485306	0.2	43
MAP2K2	14.63817653	0.19	36
MAP2K3	12.93743282	0.43	-43
MAP2K4	10.73278145	0.57	-52
MAP2K5	13.0164138	0.35	31
MAP2K6	10.98271313	0.31	-42
MAP2K7	13.76699236	0.27	27
MAP3K1	12.20904323	0.43	38
MAP3K10	13.79556292	0.4	23
MAP3K11	15.1881671	0.2	45
MAP3K12	14.35330834	0.19	56
MAP3K13	13.76740271	0.4	36
MAP3K14	13.57954642	0.18	23
MAP3K19	12.60354254	0.43	28
MAP3K2	12.98535624	0.17	26
MAP3K3	13.74825047	0.25	3
MAP3K4	11.29000689	0.78	-2
MAP3K5	12.70627807	0.4	31
MAP3K6	13.69331355	0.19	30
MAP3K7	11.21957402	0.59	17
MAP3K7CL	12.66432942	0.16	77
MAP3K8	11.31235032	0.17	39
MAP3K9	12.42113967	0.43	43
MAP4	13.8389204	0.2	35
MAP4K1	14.22309542	0.36	27
MAP4K2	14.63166046	0.23	61
MAP4K3	12.80231237	0.36	10
MAP4K4	12.69274286	0.56	24
MAP4K5	13.30990131	0.25	43
MAP6	13.17744987	0.29	45
MAP6D1	14.18097764	0.41	25
MAP7	12.61830149	0.25	16
MAP7D1	13.592432	0.19	31
MAP9	10.69414703	0.84	-5
MAPK1	13.03492136	0.25	47
MAPK10	11.26109948	0.52	-4
MAPK11	13.75297962	0.24	70
MAPK12	13.75543354	0.24	60
MAPK13	13.65942384	0.41	35
MAPK14	13.70130549	0.4	36
MAPK15	14.59957099	0.23	30
MAPK1IP1L	13.63834011	0.14	39
MAPK3	12.63451783	0.24	24.04
MAPK4	12.40242448	0.42	21
MAPK6	13.27696596	0.14	23
MAPK7	13.35469499	0.23	11
MAPK8	11.58200367	0.57	31
MAPK8IP1	12.96645783	0.27	48
MAPK8IP2	13.88605662	0.19	43
MAPK8IP3	14.28431785	0.3	36
MAPK9	14.2998386	0.4	25
MAPKAP1	13.65393119	0.38	38
MAPKAPK2	13.07696007	0.25	32
MAPKAPK3	13.27728804	0.3	50
MAPKAPK5	13.53535079	0.24	42
MAPKBP1	13.61218802	0.26	37
MAPRE1	13.21790444	0.17	48
MAPRE2	12.47524446	0.53	11
MAPRE3	14.01644449	0.33	33
MAPT	12.81872806	0.48	19
MARC1	12.67541981	0.53	-2
MARC2	12.67541981	0.5	-2
MARCH1	10.94985873	0.84	-17
MARCH10	12.20941206	0.24	-17
MARCH11	11.98293534	0.83	-24
MARCH2	13.49607084	0.2	27.43
MARCH3	12.60601922	0.54	27
MARCH4	13.28916174	0.39	27
MARCH5	12.96952683	0.35	31
MARCH6	13.34911003	0.18	17
MARCH7	12.80470308	0.38	28
MARCH8	11.76558898	0.7	34
MARCH9	13.96466219	0.34	39
MARCKS	12.29203931	0.61	16
MARCKSL1	14.20654673	0.21	42
MARCO	11.93755247	0.56	-2
MARK1	13.20748731	0.53	-9
MARK2	14.09398209	0.2	51
MARK3	13.75136449	0.17	36
MARK4	14.09190061	0.23	31
MARS	14.11398345	0.19	38
MARS2	13.37251802	0.54	32
MARVELD1	13.74477161	0.14	40.1
MARVELD2	13.10337422	0.29	41
MARVELD3	13.00951937	0.53	10
MAS1	13.38947176	0.42	26
MAS1L	12.90968982	0.77	21
MASP1	12.90226518	0.43	31
MASP2	13.36895154	0.27	33
MAST1	14.4770778	0.23	32
MAST2	13.81942588	0.26	24
MAST3	14.03840848	0.23	42
MAST4	10.50012383	0.49	7
MASTL	12.86594739	0.55	43
MAT1A	12.80982835	0.59	44
MAT2A	14.03201935	0.13	39
MAT2B	12.3280159	0.6	11
MATK	14.59154655	0.21	36
MATN1	12.56645322	0.41	27
MATN2	13.33193363	0.22	28
MATN3	13.12567987	0.15	25
MATN4	13.82105416	0.23	36
MATR3	13.63989805	0.22	35
MAU2	13.73260927	0.23	2
MAVS	13.51505931	0.24	42
MAX	13.12522129	0.33	39
MAZ	13.30804754	0.2	22.74
MB	13.75028167	0.22	-13
MB21D2	10.450944	0.68	8
MBD1	12.34265127	0.28	51
MBD2	11.50002258	0.5	6
MBD3	14.56825784	0.22	35
MBD3L1	13.23625084	0.49	-60
MBD3L2	13.26249028	0.47	41.01
MBD3L3	13.18747236	0.47	33.25
MBD3L4	13.26249028	0.47	41.01
MBD3L5	13.26249028	0.47	41.01
MBD4	13.72952883	0.36	56
MBD5	11.69261857	0.78	7
MBD6	14.11398048	0.19	44
MBIP	11.3139256	0.62	-10
MBL2	11.13731523	0.66	-26
MBLAC1	14.07711684	0.2	52
MBLAC2	11.33645078	0.76	25
MBNL1	12.17859867	0.42	27
MBNL2	11.61320509	0.38	23
MBOAT1	11.75355524	0.69	1
MBOAT2	12.99074102	0.49	25
MBOAT4	13.19512675	0.23	21.73
MBOAT7	13.50845944	0.44	-53
MBP	11.53979132	0.55	39
MBTD1	13.57724195	0.21	-10
MBTPS1	13.16657163	0.45	8
MC1R	14.00367833	0.22	45
