gene	expr	reptime	hic
FGF21	14.30741021	0.18	44
FGF22	14.4213374	0.22	10
FGF23	12.59579786	0.67	33
FGF3	13.57189896	0.54	37
FGF4	13.05011951	0.54	38
FGF5	11.02072531	0.68	-3
FGF6	12.58224968	0.66	23
FGF7	12.51910443	0.37	-7
FGF8	13.61397438	0.28	37
FGF9	12.60646156	0.58	37
FGFBP1	12.07336948	0.36	33
FGFBP2	12.07336948	0.38	33
FGFBP3	12.78061927	0.31	24
FGFR1	13.64242066	0.25	47
FGFR1OP	12.03813317	0.63	35
FGFR1OP2	12.92108405	0.32	24
FGFR2	12.22685518	0.43	-9
FGFR3	13.66397579	0.22	42
FGFR4	13.8839857	0.21	46
FGFRL1	13.44331145	0.22	58
FGG	11.00146631	0.86	-4
FGGY	11.01163755	0.62	4
FGL1	12.89894729	0.15	-16
FGL2	12.65191805	0.59	30
FGR	13.50382264	0.22	24
FH	12.05336426	0.46	-20
FHAD1	12.7987694	0.29	21.22
FHDC1	12.33702634	0.38	25
FHIT	10.515045	0.84	5
FHL2	12.19723874	0.3	13
FHL3	13.00612615	0.23	42
FHL5	11.66644452	0.85	3
FHOD1	13.91941191	0.15	46
FHOD3	12.72752956	0.64	61
FIBCD1	13.54735526	0.24	29
FIBIN	12.07889247	0.65	-17
FIBP	15.14499221	0.29	42
FICD	12.98914279	0.49	40
FIG4	12.72457473	0.64	29
FIGLA	13.29903903	0.63	24
FIGN	9.922113017	0.59	-11
FIGNL1	12.08541235	0.58	25
FILIP1	12.99819148	0.33	19
FILIP1L	12.49817493	0.48	10
FIP1L1	11.70007701	0.53	32
FIS1	13.83788439	0.26	39
FITM2	13.60869301	0.37	10
FIZ1	13.89006315	0.19	-10
FJX1	13.35307978	0.4	-15
FKBP10	14.38105673	0.18	35
FKBP11	14.36811497	0.21	55
FKBP14	13.40223049	0.56	23
FKBP15	13.01357923	0.46	9
FKBP1A	12.88426354	0.43	40
FKBP1B	12.40141325	0.23	33
FKBP1C	12.59204772	0.51	7.56
FKBP2	14.29422365	0.18	65
FKBP3	12.36422104	0.56	11
FKBP4	13.11338721	0.44	28
FKBP5	13.4124715	0.26	27
FKBP6	13.71322199	0.42	52
FKBP7	12.04545191	0.49	37
FKBP8	14.14830174	0.26	48
FKBP9	12.83482796	0.24	13
FKBPL	14.59039255	0.2	32
FKRP	13.96977895	0.2	36
FKSG48	12.8660353	0.23	13.75
FKSG63	13.27368219	0.14	16.9
FKTN	12.27954613	0.57	-5
FLAD1	14.29352576	0.22	35
FLCN	13.72137788	0.21	11
FLG	12.97998151	0.51	21
FLG2	12.86657524	0.55	6
FLI1	12.14406957	0.66	20
FLII	13.73766901	0.19	18
FLJ00104	13.39490766	0.25	36.56
FLJ27365	12.81288767	0.22	16.91
FLJ30594	12.82223907	0.84	19.49
FLJ45079	13.50974572	0.55	29.79
FLNB	13.54138419	0.17	43
FLNC	13.62952189	0.31	35
FLOT1	14.584387	0.17	43
FLOT2	14.42213533	0.15	37
FLRT1	13.40354506	0.28	25.05
FLRT2	9.848239078	0.64	-45
FLRT3	13.55919737	0.6	34.14
FLT1	12.19668371	0.66	41
FLT3	12.75445991	0.61	42
FLT3LG	14.59182955	0.21	44
FLT4	13.6592894	0.48	13
FLVCR1	12.69743406	0.44	13
FLVCR2	13.39532361	0.21	50
FLYWCH1	14.21475435	0.21	48
FLYWCH2	14.2459167	0.21	47
FMN1	12.38085334	0.5	5
FMN2	10.91799333	0.72	-26
FMNL1	13.59025227	0.21	28
FMNL2	12.57441031	0.39	8
FMNL3	14.46751121	0.24	60
FMO1	12.96646951	0.83	-4
FMO3	12.88674737	0.81	-11
FMO4	12.99516162	0.8	-6
FMO5	12.45176276	0.69	3.98
FMO6P	13.3438548	0.84	24.08
FMOD	13.22234264	0.32	40
FN1	13.27983198	0.58	13
FN3K	13.57187472	0.24	18
FN3KRP	13.65985625	0.24	21
FNBP1	13.23457894	0.21	38
FNBP1L	13.33959026	0.2	2
FNBP4	13.79439213	0.16	19
FNDC1	13.59931159	0.52	23
FNDC3A	12.68041684	0.37	47
FNDC3B	12.69812821	0.36	25
FNDC4	13.99220464	0.18	39
FNDC5	13.83469927	0.18	15
FNDC7	13.51907159	0.22	9
FNDC8	13.15423019	0.5	23
FNDC9	13.02060484	0.81	20.66
FNIP1	12.75661597	0.63	27
FNIP2	12.0499041	0.42	10
FNTA	12.6256313	0.46	12
FNTB	13.12522129	0.33	39
FOCAD	11.7386417	0.43	20
FOLH1	9.30982365	0.85	-19
FOLH1B	11.667139	0.86	-16
FOLR1	13.52053126	0.14	58
FOLR2	13.52053126	0.14	58
FOLR3	13.48044753	0.27	62
FOPNL	12.92803806	0.19	34
FOS	13.65988546	0.13	51
FOSB	14.04603004	0.16	39
FOSL1	15.14499221	0.29	42
FOSL2	13.05178425	0.19	30
FOXA1	11.11960136	0.46	-58
FOXA2	10.81225002	0.63	-66
FOXA3	13.69191139	0.2	39
FOXB1	13.25866717	0.43	14
FOXB2	12.10367994	0.69	-10
FOXC1	11.88533694	0.37	20
FOXC2	10.76943191	0.42	10
FOXD1	13.07411597	0.47	34
FOXD2	12.15590503	0.35	16
FOXD3	11.89669015	0.54	-4
FOXD4	12.3474854	0.4	-4
FOXD4L1	13.17706555	0.56	15
FOXD4L3	11.68100441	0.85	1
FOXD4L6	13.37794118	0.67	29.05
FOXE1	13.05756669	0.28	38
FOXE3	12.17113435	0.35	8
FOXF1	11.16152231	0.3	3
FOXF2	11.65220033	0.39	14
FOXG1	10.87766976	0.79	-46
FOXH1	14.45717337	0.2	22
FOXI1	11.4540986	0.65	24
FOXI2	13.01076344	0.75	-35
FOXI3	13.23857949	0.61	32.66
FOXJ1	14.40152621	0.21	28
FOXJ2	11.84258167	0.17	22
FOXJ3	13.20284414	0.55	23
FOXK1	12.98757405	0.45	18
FOXK2	14.5641265	0.19	26
FOXL1	10.76943191	0.42	10
FOXL2	12.7538703	0.31	21
FOXM1	13.11338721	0.39	28
FOXN1	14.23261895	0.19	24
FOXN2	12.44634073	0.68	23
FOXN3	11.62410899	0.61	20
FOXN4	12.991603	0.52	35
FOXO1	12.37950481	0.44	55
FOXO3	12.75484413	0.45	34
FOXO6	13.63074592	0.26	34.34
FOXP1	11.50491345	0.56	-1
FOXP2	10.65027028	0.67	-13
FOXP4	13.04218533	0.41	43
FOXQ1	11.65220033	0.39	14
FOXR1	14.19217145	0.16	55
FOXRED1	12.8632584	0.28	29
FOXRED2	13.99100973	0.18	30
FOXS1	13.83133076	0.24	37
FPGS	13.99360821	0.17	58
FPGT-TNNI3K	11.76759512	0.87	-2.14
FPR1	12.98603952	0.64	-24
FPR2	12.98603952	0.67	-24
FPR3	12.98509931	0.67	-35
FRA10AC1	13.06468765	0.35	17
FRAS1	12.40831529	0.6	0
FRAT1	13.71361182	0.18	31
FRAT2	13.71361182	0.18	31
FREM1	12.44833624	0.81	-17
FREM2	12.06660366	0.83	-10
FREM3	12.70280595	0.71	12.99
FRG1	10.81504711	0.82	-15
FRG2	11.00164974	0.82	-12
FRG2B	10.82009823	0.52	-16
FRG2C	13.19239452	0.77	24.45
FRK	12.34946711	0.74	-4
FRMD1	11.86366684	0.64	-17
FRMD3	13.11144398	0.61	-26
FRMD4A	12.26689019	0.65	24
FRMD4B	12.31259249	0.37	12
FRMD5	13.74214385	0.45	33
FRMD6	12.38382126	0.47	22
FRMD8	15.22961681	0.24	50
FRMPD1	13.11835937	0.39	27
FRMPD2	11.62738744	0.42	35
FRRS1	12.53013968	0.52	-5
FRRS1L	12.73277556	0.33	18
FRS2	13.20074748	0.36	7
FRS3	12.97080533	0.29	47
FRY	12.3084126	0.47	40
FRYL	12.56752665	0.4	52
FRZB	12.70813196	0.42	6
FSBP	13.16013929	0.41	22
FSCB	11.7896477	0.85	-58
FSCN1	14.49119668	0.19	56
FSCN2	15.10300257	0.27	19
FSCN3	12.92685202	0.62	-7
FSD1	14.56815938	0.22	27
FSD1L	13.24217953	0.53	24.74
FSD2	13.10242594	0.62	17
FSHB	10.24491179	0.84	-29
FSHR	10.99839298	0.81	-9
FSIP1	13.15528932	0.4	21.59
FSIP2	10.71417329	0.82	4
FST	12.21859886	0.4	-5
FSTL1	12.85406554	0.37	23
FSTL3	14.4213374	0.22	10
FSTL4	13.30459326	0.56	42
FSTL5	9.204724633	0.67	-23
FTCD	13.5172056	0.54	10
FTCDNL1	13.20244073	0.73	23.53
FTH1	14.68674493	0.18	53
FTL	14.47157095	0.19	43
FTMT	11.16871537	0.84	-16
FTO	12.28259841	0.5	-13
FTSJ3	14.11787703	0.35	20
FUBP1	12.83012695	0.26	1
FUBP3	13.17991882	0.2	35
FUCA1	13.71396609	0.24	32
FUCA2	12.73109107	0.4	20
FUK	13.74387813	0.13	44
FUOM	12.86510705	0.39	13
FURIN	13.63393712	0.18	42
FUS	14.03890848	0.23	26
FUT1	14.30741021	0.19	44
FUT10	11.47611624	0.57	5
FUT11	13.82482405	0.17	42
FUT2	14.29562849	0.19	38
FUT3	14.01216721	0.2	35
FUT4	12.73988113	0.59	-7
FUT6	14.01216721	0.2	35
FUT7	14.4843338	0.18	40
FUT8	12.9289291	0.71	38
FUT9	11.24000063	0.57	-21
FUZ	14.33027601	0.17	37
FXN	12.18840244	0.49	27
FXR1	12.11535441	0.83	-2
FXR2	14.51538357	0.19	29
FXYD1	13.52183188	0.36	-9
FXYD2	13.1543503	0.62	54
FXYD3	13.52183188	0.36	-9
FXYD4	12.86944853	0.39	-2
FXYD5	13.52183188	0.35	-9
FXYD6	13.06790297	0.6	41
FXYD6-FXYD2	13.09115843	0.61	19.64
FXYD7	13.52183188	0.36	-9
FYCO1	12.32043651	0.47	54
FYN	12.41161826	0.26	21
FYTTD1	13.15584071	0.21	47
FZD1	11.07431197	0.81	-2
FZD10	11.00166641	0.46	-39
FZD2	14.04744496	0.22	16
FZD3	12.63395135	0.23	45
FZD4	12.18431771	0.2	-12
FZD5	12.72363354	0.17	26
FZD6	12.96790132	0.6	23
FZD7	12.8039279	0.56	36
FZD8	11.87928239	0.6	-26
FZD9	13.71529678	0.4	48
FZR1	14.58567711	0.21	39
G0S2	12.29576252	0.3	12
G2E3	12.77743348	0.63	-10
G3BP1	13.27845731	0.4	46
G3BP2	13.09269355	0.41	31
G6PC	14.30378316	0.19	23
G6PC2	12.06632195	0.7	7
G6PC3	13.72871334	0.2	23
GAA	13.40553278	0.24	27
GAB1	12.11789149	0.65	18
GAB2	12.91132625	0.31	19
GAB4	11.95900135	0.63	-95
GABARAP	14.39378434	0.32	21
GABARAPL1	12.89314391	0.24	18
GABARAPL2	13.01554179	0.22	18
GABARAPL3	13.23653133	0.14	26.87
GABBR1	13.00351227	0.76	26
GABBR2	12.8964535	0.44	32
GABPA	13.18927595	0.67	31
GABPB1	14.29463806	0.16	40
GABRA1	9.407468436	0.86	-16
GABRA2	11.15281606	0.84	3
GABRA4	11.55950366	0.74	15
GABRA5	9.999024979	0.84	-56
GABRA6	9.399554785	0.86	-6
GABRB1	11.57601293	0.61	24
GABRB2	9.362030885	0.86	7
GABRB3	9.958543758	0.84	-54
GABRD	14.04088442	0.26	38
GABRG1	10.50103201	0.84	-2
GABRG2	9.027858802	0.84	-14
GABRG3	9.935567446	0.83	-54
GABRP	12.28754664	0.61	19
GABRR1	12.89653874	0.39	29
GABRR2	12.93701886	0.49	41
GABRR3	12.15343107	0.61	0
GAD1	12.77190621	0.62	31
GAD2	11.53110914	0.7	-1
GADD45A	13.00967385	0.18	-7
GADD45B	14.28818375	0.27	35
GADD45G	12.00168338	0.44	52
GADD45GIP1	14.4503976	0.22	40
GADL1	11.27143972	0.44	-12
GAK	13.42950831	0.26	41
GAL	13.56797185	0.32	49
GAL3ST1	13.39054454	0.29	28
GAL3ST2	13.30171219	0.38	29
GAL3ST3	15.0911574	0.21	47
GAL3ST4	14.07711684	0.2	52
GALC	11.33098384	0.84	-37
GALE	13.71396609	0.22	32
GALK1	14.44963465	0.2	27
GALK2	12.66324113	0.46	8
GALM	13.66522357	0.24	27
GALNS	13.63723281	0.19	44
GALNT1	13.09563329	0.45	61
GALNT10	13.23038156	0.45	31
GALNT11	12.56586024	0.48	15
GALNT12	12.30700788	0.27	17
GALNT13	9.991590001	0.86	-13
GALNT14	11.45457575	0.78	6
GALNT15	12.30907137	0.44	17
GALNT16	13.72087345	0.4	38
GALNT18	13.48042656	0.65	16
GALNT2	12.63032025	0.41	16
GALNT3	11.55477733	0.85	-1
GALNT4	12.82255324	0.45	25.912
GALNT5	11.27635467	0.65	8
GALNT6	13.13181259	0.22	33
GALNT7	12.42614749	0.37	15
GALNT8	12.55435699	0.67	24
GALNT9	13.63879247	0.47	14
GALNTL5	12.64151394	0.44	12
GALNTL6	8.568456485	0.69	-13
GALP	13.1231131	0.43	-61
GALR1	11.41162337	0.53	-14
GALR2	14.29251401	0.19	22
GALR3	14.14125691	0.18	66
GALT	13.50273356	0.3	51
GAMT	14.6567902	0.2	35
GAN	12.66415867	0.22	14
GANAB	14.75581504	0.21	47
GANC	13.31298208	0.34	37
GAP43	10.67553833	0.64	-2
GAPDH	14.83244992	0.16	42
GAPDHS	13.89398712	0.37	41
GAPT	11.73884117	0.38	5
GAPVD1	13.76902359	0.19	46
GAR1	12.26790595	0.42	28
GARNL3	13.42080882	0.27	47
GARS	13.13211171	0.36	42
GART	13.70664948	0.18	65
GAS1	11.77371156	0.42	10
GAS2	10.86045947	0.56	1
GAS2L1	13.65263039	0.22	36
GAS2L2	13.4227657	0.2	3
GAS2L3	12.19338753	0.75	-12
GAS6	13.48279765	0.44	45
GAS7	11.42485899	0.36	-30
GAS8	13.75325849	0.22	31
GAST	14.29662721	0.32	9
GATA2	13.75126853	0.27	52
GATA3	12.11686978	0.63	-2
GATA4	13.07035825	0.43	27
GATA6	12.34991755	0.44	-1
GATAD1	13.47074725	0.4	27
GATAD2A	13.70928967	0.21	6
GATAD2B	14.3444627	0.19	36
GATM	13.05142361	0.35	4
GBA	14.26972011	0.19	45
GBA2	13.73478628	0.16	48
GBA3	11.54669868	0.7	22
GBE1	10.90124767	0.66	0
GBF1	13.80310999	0.16	41
GBGT1	14.44453726	0.32	51
GBP1	12.72894442	0.6	2
GBP2	12.72894442	0.66	2
GBP3	12.66437685	0.57	5
GBP4	12.74855971	0.72	-2
GBP5	12.8464175	0.79	-4
GBP6	12.99841789	0.78	-2
GBP7	12.73880163	0.72	0
GBX1	13.32292752	0.34	38
GBX2	11.80693001	0.45	6
GC	9.75823054	0.86	-6
GCA	11.16663923	0.62	-5
GCAT	14.14125691	0.18	66
GCC1	12.92685202	0.62	-7
GCC2	12.80052593	0.48	6
GCDH	14.4503976	0.22	40
GCFC2	11.82328837	0.54	4
GCG	11.46624258	0.53	7
GCH1	13.42006212	0.38	40
GCHFR	13.82695186	0.17	46
GCK	14.09453678	0.28	62
GCKR	13.99220464	0.18	39
GCLC	12.80309707	0.31	24
GCLM	13.23216442	0.2	9
GCM1	12.93469797	0.39	20
GCM2	12.48305644	0.47	14
GCNT1	11.58647328	0.6	-2
GCNT2	12.44598678	0.42	13
GCNT3	13.16512397	0.16	33
GCNT4	13.08122258	0.63	32
GCNT7	12.48390512	0.55	-17
GCOM1	12.05431327	0.47	11
GCSAM	12.50164848	0.34	28
GCSAML	12.22760906	0.85	-25
GCSH	12.56907205	0.28	13
GDA	12.56169604	0.27	11
GDAP1	12.34885177	0.48	-14
GDAP1L1	13.40664718	0.34	19
GDAP2	12.22739862	0.51	-6
GDE1	12.765677	0.29	21
GDF1	13.07248554	0.18	21
GDF10	13.39240964	0.42	22.67
GDF11	14.41121634	0.38	26
GDF15	14.0735246	0.18	39
GDF2	13.0091732	0.4	32.2
GDF3	12.3764144	0.65	14
GDF5	14.23531306	0.16	53
GDF5OS	12.94987276	0.16	27.91
GDF6	12.28102241	0.7	-7
GDF7	13.27107127	0.18	28
GDF9	13.46211737	0.36	62
GDI2	13.39462923	0.3	43
GDNF	12.08075882	0.6	4
GDNF-AS1	13.13440891	0.6	19.34
GDPD1	13.70588206	0.44	4
GDPD3	13.04562453	0.24	21.69
GDPD4	13.0128565	0.46	44
GDPD5	13.24873696	0.18	40
GDPGP1	13.68419956	0.15	52
GEM	13.15863937	0.54	24
GEMIN2	12.65806186	0.17	3
GEMIN4	13.40412747	0.48	10
GEMIN5	13.16142831	0.34	40
GEMIN6	13.64517528	0.18	31
GEMIN7	13.94277297	0.21	25
GEN1	11.81308191	0.84	10
GET4	13.51070539	0.31	41
GFAP	13.91222248	0.17	28
GFER	14.37358287	0.18	46
GFI1	12.82214438	0.58	1
GFI1B	14.45058944	0.43	34
GFM1	12.19244014	0.72	-9
GFM2	12.94518457	0.57	30
GFOD1	12.05024217	0.42	3.31
GFOD2	13.96150003	0.13	50
GFPT1	13.08380964	0.18	17
GFPT2	14.18922628	0.36	19
GFRA1	10.42626151	0.82	-25
GFRA2	12.71591579	0.65	7
GFRA3	14.01419255	0.31	43
GFRA4	13.756654	0.35	32
GFRAL	10.25227648	0.67	-14
GGA1	13.94308021	0.17	65
GGA2	13.17260202	0.61	36
GGA3	14.36001967	0.16	31
GGACT	13.32376168	0.62	32.3
GGCT	13.34544133	0.4	36
GGCX	14.03201935	0.13	39
GGH	11.83310861	0.75	-12
GGN	14.19892022	0.22	0
GGNBP1	12.76224992	0.2	25.53
GGNBP2	13.05634109	0.55	23
GGPS1	13.14858653	0.19	22
GGT1	13.01970366	0.18	36
GGT2	12.95056064	0	18.9
GGT5	13.50045592	0.18	28
GGT6	14.04087165	0.27	22
GGT7	13.85557515	0.17	48
GGTLC1	11.98156567	0.77	-48
GGTLC2	12.09901625	0.64	22
GGTLC3	13.287174	0.29	28.08
GH1	14.1844078	0.36	27
GH2	14.1844078	0.35	27
GHDC	14.57150671	0.21	30
GHITM	12.28393143	0.8	-26
GHR	12.42169599	0.83	-12
GHRH	13.57724195	0.36	44
GHRHR	12.87416096	0.57	4
GHRL	13.51778892	0.22	57
GHSR	12.69812821	0.34	17
GID4	13.69555404	0.19	17
GID8	13.77596899	0.21	40
GIF	12.8119175	0.49	8
GIGYF1	14.44913595	0.24	60
GIGYF2	12.6917989	0.27	35
GIMAP1	13.50757272	0.65	14
GIMAP2	13.43422964	0.65	20
GIMAP4	13.24108642	0.58	24
GIMAP5	13.50757272	0.67	14
GIMAP6	13.43422964	0.65	20
GIMAP7	13.24108642	0.45	24
GIMAP8	13.23078899	0.45	38
GIMD1	13.16769866	0.61	26.24
GIN1	12.23213505	0.56	14
GINM1	12.98500524	0.14	41
GINS1	13.32313698	0.34	-5
GINS2	12.87642448	0.21	38
GINS3	13.45168295	0.37	-1
GINS4	12.69174968	0.52	29
GIP	13.58370586	0.17	29
GIPC1	13.79680673	0.19	34
GIPC2	12.93003754	0.25	-6
GIPC3	14.58567711	0.21	39
GIPR	13.7648539	0.18	45
GIT1	13.48606021	0.22	30
GIT2	13.7527997	0.25	46
GJA1	11.01406135	0.75	-23
GJA3	12.91213605	0.43	50
GJA4	13.21405429	0.58	19
GJA5	12.88755947	0.62	22.93
GJA8	12.6827087	0.62	21.96
GJA9	12.85795242	0.46	24
GJB2	12.91213605	0.47	50
GJB3	13.21405429	0.58	19
GJB4	13.21405429	0.58	19
GJB5	13.21405429	0.58	19
GJB6	12.9059546	0.47	36
GJB7	12.31371106	0.6	22
GJC2	13.46219852	0.34	15
GJC3	14.27588611	0.39	36
GJD2	13.17103925	0.31	24
GJD3	13.9664928	0.19	29
GJD4	11.93942773	0.59	-2
GK2	11.6277976	0.68	-2.81
GK5	13.03698194	0.4	25
GKAP1	13.05718679	0.4	5
GKN1	12.7331741	0.17	16
GKN2	12.73915377	0.33	14
GLB1	13.16271422	0.39	29
GLB1L	13.45086392	0.18	44
GLB1L2	12.50773898	0.61	5
GLB1L3	12.50747269	0.6	21
GLCCI1	12.09706103	0.32	24
GLCE	12.81575126	0.22	35
GLDC	12.27129375	0.42	26
GLDN	12.66833388	0.49	10
GLE1	14.4663487	0.16	39
GLG1	13.12135687	0.23	36
GLI1	14.11398568	0.17	32
GLI2	12.12124978	0.36	12
GLI3	10.63873591	0.57	-12
GLI4	14.32075162	0.39	19
GLIPR1	13.14968278	0.52	-10
GLIPR1L1	11.63491298	0.64	-33
GLIPR1L2	12.65527071	0.61	-22
GLIPR2	13.66250389	0.21	46
GLIS1	13.30245578	0.38	27
GLIS3	12.04670756	0.83	-1
GLMN	12.84222346	0.52	-1
GLO1	12.54309116	0.74	28
GLOD4	13.40412747	0.48	10
GLP1R	12.14828462	0.74	34
GLP2R	11.24224471	0.19	-53
GLRA1	13.11529042	0.47	28
GLRA3	11.03748307	0.65	-15
GLRB	10.69491776	0.64	-34
GLRX	12.66082303	0.24	52
GLRX2	12.57362818	0.43	-13
GLRX3	11.34231506	0.71	-23
GLRX5	12.25026655	0.46	35
GLS	13.19445518	0.16	36
GLS2	14.8428642	0.18	61
GLT1D1	10.46227443	0.81	-16
GLT6D1	12.80001256	0.52	29
GLT8D1	14.01247521	0.23	47
GLT8D2	13.99278523	0.27	37
GLTP	13.68405016	0.32	39
GLTPD2	14.05617335	0.22	28
GLUD1	12.89349095	0.14	35
GLUL	12.7651683	0.7	5
GLYAT	12.56312802	0.61	9
GLYATL1	12.81585452	0.65	-11
GLYATL2	12.56279209	0.51	-11
GLYATL3	13.30973353	0.78	29.12
GLYCTK	13.92300529	0.18	49
GLYR1	13.46863176	0.19	33
GM2A	13.67830958	0.41	57
GMCL1	13.66182544	0.19	44
GMDS	11.98359762	0.54	20
GMEB1	13.61372113	0.13	27
GMEB2	13.90617816	0.19	54
GMFB	13.0523271	0.37	28
GMFG	14.37426769	0.25	32
GMIP	13.55265767	0.28	-10
GML	13.01074555	0.37	36
GMNC	13.04680056	0.61	26.34
GMNN	12.95477279	0.36	40
GMPPA	13.23506865	0.34	32
GMPPB	14.25478561	0.27	48
GMPR	11.67162862	0.58	26
GMPR2	13.72680393	0.22	38
GMPS	12.75372574	0.39	4
GNA11	13.8158455	0.18	25
GNA12	13.54638328	0.36	30
GNA13	13.60713739	0.23	12
GNA14	12.1058655	0.62	-10
GNA15	13.7192265	0.17	21
GNAI1	11.45997817	0.48	-34
GNAI2	13.64857483	0.2	44
GNAI3	13.83805061	0.27	33
GNAL	12.54649422	0.26	18
GNAO1	13.05160824	0.47	-26
GNAQ	12.70223428	0.61	-24
GNAS	13.84072889	0.46	11
GNAT1	13.64857483	0.2	44
GNAT2	13.80488733	0.23	29
GNAT3	11.67941401	0.4	-32
GNAZ	12.08110599	0.6	4.28
GNB1	14.21596982	0.24	26
GNB1L	13.44449325	0.2	10
GNB2	14.44913595	0.24	60
GNB3	14.85316936	0.23	32
GNB4	12.91340622	0.56	20
GNB5	13.20061988	0.17	21
GNE	13.66217988	0.24	46
GNG10	13.17613919	0.21	17
GNG11	12.33765777	0.48	-12
GNG12	13.07377589	0.25	-7
GNG13	13.9872008	0.19	39
GNG2	12.22701188	0.5	27
GNG3	14.70165337	0.22	51
GNG4	13.24614262	0.4	16
GNG5	12.38108422	0.66	-2
GNG7	14.20262363	0.21	33
GNG8	13.94627036	0.35	28
GNGT1	12.33765777	0.59	-12
GNGT2	13.67485902	0.29	21
GNL1	14.54815822	0.42	32
GNL2	13.00689192	0.17	30
GNL3	14.01247521	0.23	47
GNLY	13.91047068	0.15	41
GNMT	13.99813873	0.19	40
GNPAT	12.84937285	0.59	8
GNPDA1	13.45344827	0.32	48
GNPDA2	11.04490387	0.85	11
GNPNAT1	12.63739716	0.21	26
GNPTAB	12.75195166	0.26	14
GNPTG	14.0074862	0.22	40
GNRH1	12.09326782	0.51	21
GNRH2	13.63589334	0.29	54
GNRHR	12.25040049	0.71	35
GNS	12.99830243	0.48	28
GOLGA1	13.92612574	0.21	30
GOLGA2	14.41073339	0.2	46
GOLGA3	13.66696414	0.5	21
GOLGA4	12.9233025	0.22	20
GOLGA5	12.79426478	0.45	41
GOLGA6A	12.93037202	0.32	49
GOLGA6B	13.92306546	0.42	37
GOLGA6C	13.08907422	0.2	17.8
GOLGA6D	13.64951392	0.27	32.69
GOLGA6L1	12.58557768	0.6	19.33
GOLGA6L10	13.14272351	0.61	28.01
GOLGA6L2	12.78175623	0.76	17.35
GOLGA6L4	13.18780588	0.59	22.08
GOLGA6L6	12.91089388	0.64	16.498
GOLGA6L9	13.62010831	0	35.04
GOLGA7	12.55812643	0.52	28
GOLGA7B	13.20579786	0.21	12
GOLGA8A	13.20423272	0.29	22
GOLGA8B	12.30170983	0.36	0.01
GOLGA8F	13.16297176	0.66	26.8
GOLGA8G	12.53117041	0.69	10.46
GOLGA8H	13.18369369	0.67	27.79
GOLGA8J	13.40215829	0.47	24.37
GOLGA8K	13.01026008	0.62	20.9
GOLGA8M	13.10711006	0.74	23.03
GOLGA8N	12.9780522	0	23.24
GOLGA8O	13.19904036	0.62	26.14
GOLGA8Q	13.20319274	0.63	26.41
GOLGA8R	12.42271511	0.67	12.22
GOLGA8S	12.7509474	0.76	23.17
GOLGA8T	13.49246452	0.47	31.83
GOLGB1	12.61340933	0.56	28
GOLIM4	11.90213246	0.63	-8
GOLM1	12.6767042	0.44	20
GOLPH3	12.99500035	0.2	16
GOLPH3L	14.29269149	0.15	42
GOLT1A	13.23149039	0.34	34
GOLT1B	13.15934505	0.72	-23
GON4L	14.58418164	0.17	33
GOPC	12.15039607	0.34	9
GORAB	11.18967148	0.68	-2
GORASP1	12.27145768	0.5	30
GORASP2	12.93597597	0.52	36
GOSR1	13.0984702	0.25	28
GOSR2	13.33448804	0.37	28
GOT1	12.53309321	0.54	-5
GOT1L1	13.40117472	0.38	37
GOT2	13.2582884	0.13	2
GP1BA	14.16346025	0.21	30
GP1BB	13.05759588	0.21	26.63
GP2	12.40191077	0.78	-5
GP5	12.68950138	0.27	27
GP6	13.93348558	0.43	-26
GP9	13.95980223	0.35	52
GPA33	12.56954841	0.61	-1
GPAA1	14.81642402	0.21	27
GPALPP1	13.43776518	0.24	40
GPAM	12.02080876	0.66	-13
GPANK1	14.73867203	0.22	20
GPAT2	13.58268024	0.39	33
GPATCH1	12.94910463	0.21	-7
GPATCH11	13.31037704	0.28	27
GPATCH2	10.66073566	0.86	-18
GPATCH2L	12.43588988	0.56	36
GPATCH3	13.84029487	0.19	34
GPATCH4	14.53310886	0.17	37
GPATCH8	13.92977095	0.17	30
GPBAR1	13.5016953	0.3	33
GPBP1	12.08574513	0.4	19
GPBP1L1	13.7249467	0.16	28
GPC1	12.92371242	0.39	20
GPC2	14.07711684	0.2	52
GPC5	9.421654228	0.68	-9
GPC6	10.65249508	0.84	-25
GPCPD1	13.22975842	0.22	3
GPD1	13.8370274	0.19	57
GPD1L	13.05233998	0.37	6
GPD2	11.66882604	0.41	10
GPER1	13.55969918	0.35	36
GPHA2	14.96337576	0.21	52
GPHB5	11.9037303	0.62	-12
GPHN	12.4776482	0.62	19
GPI	13.41770405	0.25	-2
GPIHBP1	13.91522919	0.39	20
GPLD1	12.89724037	0.54	7
GPM6A	11.72333225	0.82	-23
GPN1	13.99120521	0.31	43
GPN2	13.84029487	0.19	34
GPN3	13.75723823	0.21	47
GPNMB	13.13275717	0.19	25
GPR1	12.71515575	0.46	25
GPR107	13.34187474	0.23	29
GPR108	13.50916065	0.26	27
GPR12	12.06562021	0.62	18
GPR132	13.66208778	0.2	43
GPR135	12.03312898	0.51	12
GPR137	14.29422365	0.18	65
GPR137B	13.08906302	0.48	8
GPR137C	12.78405586	0.38	14
GPR139	12.44764533	0.72	-17
GPR141	11.55109755	0.63	6
GPR142	12.80002637	0.43	-8
GPR146	13.54770954	0.35	34
GPR148	13.34722865	0.37	11
GPR149	11.46726889	0.83	-8
GPR15	12.87526519	0.78	2
